GEOID20,District
34039020203,0
34039020204,0
34039020205,0
34039020206,0
34039020207,0
34039020209,0
34039020301,0
34039020302,0
34039020303,0
34039020304,0
34039020305,0
34039020306,0
34039020308,0
34039020309,0
34039020310,0
34039020312,0
34039020313,0
34039020401,0
34039020402,0
34039020403,0
34039020404,0
34039020405,0
34039020406,0
34039020410,0
34039020501,0
34039020502,0
34039020503,0
34039020504,0
34039020505,0
34039020506,0
34039020508,0
34039020509,0
34039020510,0
34039020511,0
34039020601,0
34039020602,0
34039020603,0
34039020606,0
34039020607,0
34039023811,0
34039025001,9
34039025002,9
34039025003,9
34039025004,0
34039025005,0
34039025006,9
34039025007,9
34039030001,0
34039030002,0
34039030003,0
34039030004,0
34039035101,0
34039035102,0
34039035103,0
34039035201,0
34039035202,0
34039035203,0
34039035301,0
34039035302,0
34039035303,0
34039035401,0
34039035402,0
34039035403,0
34039035404,0
34039040001,0
34039040002,0
34039040003,0
34039040004,0
34039040005,0
34039040006,0
34039045101,0
34039045102,0
34039045103,0
34039045201,0
34039045202,0
34039045203,0
34039045301,0
34039045302,0
34039045303,0
34039045401,0
34039045402,0
34039045403,0
34039045404,0
34039045501,0
34039045502,0
34039045503,0
34039045504,0
34039045601,0
34039045602,0
34039045603,0
34039045701,0
34039045702,0
34039045703,0
34039045801,0
34039045802,0
34039045803,0
34039045804,0
34039045901,0
34039045902,0
34039045903,0
34039045904,0
34039046001,0
34039046002,0
34039046003,0
34039046004,0
34039046905,0
34039050001,9
34039050002,9
34039050003,9
34039050004,9
34039050005,9
34039050006,0
34039050007,9
34039050008,9
34039050009,0
34039055001,9
34039055002,9
34039055003,9
34039055004,9
34039055005,9
34039055006,9
34039055007,9
34039055008,9
34039055009,9
34039055010,9
34039055011,9
34039060101,9
34039060102,9
34039060103,9
34039060104,9
34039060105,9
34039060106,9
34039060107,9
34039060108,9
34039060201,0
34039060202,0
34039060203,0
34039060204,0
34039060205,0
34039060206,0
34039060207,0
34039060208,0
34039060209,0
34039060210,0
34039060211,9
34039060301,9
34039060302,0
34039060303,0
34039060304,0
34039060305,0
34039060306,0
34039060307,0
34039060308,9
34039060309,9
34039060310,9
34039060401,9
34039060402,9
34039060403,9
34039060404,9
34039060405,9
34039065101,0
34039065102,0
34039065103,0
34039065104,0
34039065201,0
34039065202,0
34039065203,0
34039065204,0
34039065301,0
34039065302,0
34039065303,0
34039065304,0
34039065401,0
34039065403,0
34039065404,0
34039065405,0
34039065501,0
34039065502,0
34039065503,0
34039065504,0
34039065601,0
34039065602,0
34039065603,0
34039065604,0
34039070101,0
34039070102,0
34039070103,0
34039070104,0
34039070201,0
34039070202,0
34039070203,0
34039070204,0
34039070301,0
34039070302,0
34039070303,0
34039070304,0
34039070401,0
34039070402,0
34039070403,0
34039070501,0
34039070502,0
34039070503,0
34039070504,0
34039075101,0
34039075102,0
34039075201,0
34039075202,0
34039075301,0
34039075302,0
34039075401,0
34039075402,0
34039075501,0
34039075502,0
34039080001,9
34039080002,9
34039080003,9
34039080004,9
34039080005,9
34039080006,9
34039080007,9
34039080008,9
34039080009,9
34039080010,9
34039080011,9
34039080012,0
34039080013,0
34039080014,0
34039080015,0
34039080016,0
34039080017,0
34039080018,0
34039080019,0
34039080020,0
34039080021,0
34039080023,0
34039085001,0
34039085002,0
34039085003,11
34039085004,0
34039085005,0
34039085006,11
34039085007,0
34039085008,0
34039085009,0
34039085010,0
34039085011,0
34039085012,0
34039085013,9
34039085014,9
34039090101,0
34039090102,9
34039090103,0
34039090104,0
34039090105,9
34039090106,9
34039090107,0
34039090108,9
34039090109,9
34039090110,9
34039090111,9
34039090112,9
34039090201,9
34039090202,9
34039090203,9
34039090204,9
34039090205,9
34039090206,9
34039090207,9
34039090208,9
34039090209,9
34039090210,9
34039090211,9
34039090212,9
34039090213,9
34039095001,0
34039095002,0
34039095003,0
34039095004,0
34039095005,0
34039095006,0
34039095007,0
34039095008,0
34039095009,0
34039095010,0
34039095011,0
34039095012,0
34039095013,0
34039095014,0
34039095015,0
34039095016,0
34039095017,0
34039095018,0
34039095019,0
34039095020,0
34039095021,0
34039095022,0
34039095023,0
34039095024,0
34039095025,0
34039095026,0
34039095027,0
34039095028,0
34039095029,0
34039095030,0
34039095031,0
34039095032,0
34039095033,0
34039095034,0
34039095035,0
34039095036,0
34039095037,0
34039095038,0
34039095039,0
34039095040,0
34039095042,0
34039095043,0
34039095044,0
34039095045,0
34039095046,0
34039095047,0
34039095048,0
34039095049,0
34039095050,0
34039100101,9
34039100102,9
34039100103,9
34039100104,9
34039100105,9
34039100106,0
34039100107,0
34039100201,0
34039100202,0
34039100203,0
34039100204,0
34039100205,0
34039100206,0
34039100301,0
34039100302,0
34039100303,0
34039100304,0
34039100305,0
34039100306,0
34039100307,0
34039100401,0
34039100402,0
34039100403,0
34039100404,0
34039100405,0
34039105001,0
34039105002,0
34041005001,11
34041005002,11
34041005003,11
34041005004,11
34041010001,9
34041010002,9
34041015001,9
34041015002,9
34041015003,9
34041020001,11
34041020002,11
34041020003,11
34041020004,11
34041020005,11
34041025001,9
34041025002,9
34041025003,9
34041030001,11
34041030002,11
34041035001,9
34041035002,9
34041035003,9
34041035004,9
34041040001,11
34041040002,11
34041040003,11
34041040004,11
34041040005,11
34041040006,11
34041040007,11
34041045001,11
34041050001,9
34041050002,9
34041055001,11
34041055002,11
34041060001,11
34041060002,11
34041060003,9
34041060004,11
34041065001,11
34041065002,9
34041070001,11
34041070002,11
34041075001,9
34041075002,9
34041075003,9
34041075004,9
34041075005,9
34041075006,9
34041075007,9
34041080001,9
34041080002,9
34041080003,9
34041080004,9
34041080005,9
34041080006,11
34041085001,9
34041085002,9
34041095101,9
34041095201,9
34041095301,9
34041095401,9
34041095501,9
34041095502,9
34041095601,9
34041095602,9
34041095701,9
34041095702,9
34041095703,9
34041100001,9
34041100002,9
34041100003,9
34041100004,9
34041105001,9
34041105002,9
34041105003,9
34041105004,9
34041110001,9
34041110002,9
34041110003,9
34041110004,9
34041110005,9
34041110006,9
34041115001,9
34041115002,9
34041115003,9
34041115004,9
34041115005,9
34041115006,9
